Emp ID,First Name,Last Name,Gender,E Mail,Date of Birth,Date of Joining,Age in Company (Years),Salary,Last % Hike,Place Name,County,State,Zip
192572,Timmy,Shade,M,timmy.shade@gmail.com,1/3/1992,5/15/2015,2.21,66178,28%,North Amherst,Hampshire,MA,1059
927474,Rudy,Alger,F,rudy.alger@gmail.com,3/10/1975,8/27/1997,19.93,43650,0%,Dorset,Bennington,VT,5251
206437,Annice,Arsenault,F,annice.arsenault@yahoo.co.uk,9/11/1963,5/18/2001,16.21,173293,17%,Cincinnati,Hamilton,OH,45246
751874,Jona,Crumpton,F,jona.crumpton@earthlink.net,6/21/1969,7/10/1998,19.06,108185,13%,West Palm Beach,Palm Beach,FL,33404
801923,Lindy,Barney,F,lindy.barney@shaw.ca,7/3/1971,1/27/2005,12.51,42052,24%,Delavan,Faribault,MN,56023
648248,Oren,Heim,M,oren.heim@gmail.com,4/18/1988,2/11/2015,2.46,174816,14%,Spartanburg,Spartanburg,SC,29304
175409,Cherly,Greenfield,F,cherly.greenfield@bellsouth.net,10/8/1989,9/20/2012,4.85,123430,7%,Florence,Boone,KY,41042
117743,Katina,Milburn,F,katina.milburn@yahoo.co.in,6/28/1961,6/27/1982,35.11,66873,23%,Sibley,Jackson,MO,64088
663733,Jefferson,Ethridge,M,jefferson.ethridge@gmail.com,6/5/1976,12/3/2015,1.65,138682,2%,Lewistown,Fergus,MT,59457
295674,Jacqui,Landon,F,jacqui.landon@aol.com,1/13/1983,8/22/2007,9.94,166841,8%,Wurtsboro,Sullivan,NY,12790
201229,Delmer,Mcrae,M,delmer.mcrae@hotmail.com,10/1/1963,5/9/2008,9.22,141613,6%,Pecos,San Miguel,NM,87552
691542,Kristyn,Livingston,F,kristyn.livingston@charter.net,6/22/1958,10/2/1982,34.84,69552,26%,Northwood,Worth,IA,50459
766337,Cordell,Cantu,M,cordell.cantu@microsoft.com,12/12/1963,5/15/2003,14.21,158968,30%,Slater,Story,IA,50244
960302,Charissa,Noonan,F,charissa.noonan@gmail.com,8/9/1963,7/1/2015,2.08,61024,5%,Allen,Dixon,NE,68710
845582,Oswaldo,Whitehurst,M,oswaldo.whitehurst@hotmail.com,6/20/1962,8/25/1996,20.94,153945,19%,Carson City,Carson City (city),NV,89701
843769,Britt,Mouton,M,britt.mouton@comcast.net,4/18/1989,5/11/2016,1.21,187910,12%,Oklahoma City,Oklahoma,OK,73155
498243,Kassie,Mayers,F,kassie.mayers@hotmail.com,1/13/1960,6/24/2015,2.1,177840,10%,Trinity Center,Trinity,CA,96091
532160,Kay,Orta,F,kay.orta@aol.com,12/2/1968,12/4/1995,21.66,42572,15%,Foxhome,Wilkin,MN,56543
716162,Jessica,Glass,F,jessica.glass@aol.com,5/29/1985,9/5/2015,1.9,134809,28%,Hattieville,Conway,AR,72063
362453,Joaquin,Steffen,M,joaquin.steffen@hotmail.com,5/20/1971,10/31/1994,22.76,188793,2%,Port William,Clinton,OH,45164
328691,Arlie,Egan,M,arlie.egan@hotmail.com,1/16/1962,2/11/2009,8.46,64761,26%,Colorado Springs,El Paso,CO,80919
770200,Valene,Hass,F,valene.hass@rediffmail.com,3/8/1975,8/11/2005,11.97,113095,15%,Youngstown,Mahoning,OH,44514
147225,Faustina,Kessler,F,faustina.kessler@gmail.com,3/15/1974,2/26/1996,21.43,129373,16%,Stockton,San Joaquin,CA,95212
967052,Erik,Worsham,M,erik.worsham@hotmail.com,1/18/1964,6/29/2011,6.08,106702,20%,Auburn,King,WA,98092
265981,Marquis,Shelly,M,marquis.shelly@yahoo.com,3/14/1958,11/20/1994,22.7,166228,1%,Jacksonville,Duval,FL,32257
371742,Brendon,Jarrett,M,brendon.jarrett@bp.com,4/17/1993,3/1/2015,2.41,123111,6%,Laurel Springs,Ashe,NC,28644
657922,Rocky,Lee,M,rocky.lee@aol.com,1/7/1988,4/27/2017,0.25,156084,23%,Talmo,Jackson,GA,30575
822331,America,Cotton,F,america.cotton@verizon.net,2/13/1993,10/24/2015,1.76,56297,10%,La Quinta,La Quinta,CA,92247
315810,Laurice,Archie,F,laurice.archie@comcast.net,1/17/1986,6/14/2012,5.12,108263,7%,Port Isabel,Cameron,TX,78578
708584,Marquetta,Baber,F,marquetta.baber@yahoo.com,6/5/1971,2/23/1997,20.44,164544,7%,Marion,Marion,SC,29571
188411,Florance,Jay,F,florance.jay@hotmail.co.uk,3/11/1989,4/5/2010,7.32,149169,28%,Jeffrey City,Fremont,WY,82310
830040,Carmon,Bach,F,carmon.bach@gmail.com,6/20/1992,6/8/2016,1.14,84892,7%,Bergen,Genesee,NY,14416
272936,Larry,Labelle,M,larry.labelle@gmail.com,1/18/1996,3/28/2017,0.33,198925,24%,Seattle,King,WA,98188
229783,Valentine,Hale,M,valentine.hale@gmail.com,6/6/1970,11/14/1991,25.72,43222,6%,Sacramento,Sacramento,CA,95860
113746,Seth,Berg,M,seth.berg@cox.net,8/26/1979,5/29/2009,8.17,101140,20%,Salt Lake City,Salt Lake,UT,84113
476125,Charita,Meade,F,charita.meade@aol.com,5/23/1979,1/18/2012,5.53,64956,10%,South Greenfield,Dade,MO,65752
623960,Ricardo,Skipper,M,ricardo.skipper@yahoo.com,12/29/1987,7/24/2013,4.01,150801,17%,Livonia,Pointe Coupee,LA,70755
642207,Camelia,Thiel,F,camelia.thiel@gmail.com,6/1/1988,9/5/2012,4.9,71384,28%,Blackstone,Worcester,MA,1504
924434,Buck,Olvera,M,buck.olvera@shaw.ca,5/28/1981,11/15/2006,10.71,85286,24%,San Ysidro,Sandoval,NM,87053
122404,Glenda,Harwood,F,glenda.harwood@yahoo.com,2/26/1996,5/26/2017,0.17,106619,15%,Cedar Ridge,Nevada,CA,95924
116765,Rodrick,Bergman,M,rodrick.bergman@gmail.com,7/7/1991,6/4/2013,4.15,83509,23%,Maidens,Goochland,VA,23102
868871,Dario,Gresham,M,dario.gresham@gmail.com,4/7/1980,5/7/2006,11.23,140173,8%,Eupora,Webster,MS,39744
795876,Barney,Maguire,M,barney.maguire@charter.net,2/11/1978,12/24/2000,16.6,158181,27%,Americus,Lyon,KS,66835
853782,Garnett,Fries,F,garnett.fries@hotmail.com,7/30/1973,11/20/2001,15.7,50161,25%,Washington,Washington,IA,52353
663298,Arletta,Cecil,F,arletta.cecil@gmail.com,8/24/1968,9/11/2010,6.88,126202,0%,Fenn,Idaho,ID,83531
118378,Georgina,Hollins,F,georgina.hollins@shaw.ca,1/11/1994,6/5/2016,1.15,112135,4%,Whiteside,Marion,TN,37396
602257,Edith,Goetz,F,edith.goetz@hotmail.com,7/11/1973,12/11/1997,19.64,142177,23%,Orange Lake,Marion,FL,32681
992147,Lenita,Houser,F,lenita.houser@gmail.com,5/20/1984,4/17/2014,3.28,118524,5%,Seneca Rocks,Pendleton,WV,26884
909012,Delcie,Samuels,F,delcie.samuels@outlook.com,3/18/1989,12/10/2012,4.63,60059,14%,Melrose Park,Cook,IL,60161
287703,Mi,Bragg,F,mi.bragg@hotmail.com,7/19/1995,10/16/2016,0.78,93726,16%,Pocatello,Bannock,ID,83205
263771,Collin,Lang,M,collin.lang@walmart.com,12/31/1971,10/6/2007,9.82,87910,16%,Radcliff,Radcliff,OH,45670
832473,Ricky,Nielson,M,ricky.nielson@ibm.com,11/5/1989,12/30/2012,4.58,169803,2%,Kiowa,Barber,KS,67070
691201,Jon,Lynch,M,jon.lynch@gmail.com,6/27/1977,6/27/2005,12.09,120794,12%,Orangeburg,Rockland,NY,10962
587185,Tamera,Beaman,F,tamera.beaman@aol.com,11/18/1965,1/17/1998,19.54,107809,5%,Lyman,Spartanburg,SC,29365
649397,Georgeanna,Arellano,F,georgeanna.arellano@rediffmail.com,1/3/1959,11/6/1982,34.75,136795,15%,Downingtown,Chester,PA,19335
490050,Craig,Jacks,M,craig.jacks@hotmail.com,3/13/1976,5/21/2010,7.19,109748,21%,Linesville,Crawford,PA,16424
386222,Priscila,Duarte,F,priscila.duarte@bellsouth.net,7/16/1965,6/5/2010,7.15,81152,0%,Papillion,Sarpy,NE,68133
387755,Earl,Partridge,M,earl.partridge@aol.com,10/16/1959,5/17/1987,30.22,126150,1%,Norristown,Emanuel,GA,30447
368562,Huong,Cushman,F,huong.cushman@verizon.net,8/15/1959,12/12/1985,31.65,103530,30%,Sandersville,Jones,MS,39477
636590,Jared,Hopson,M,jared.hopson@hotmail.com,2/21/1974,2/22/2014,3.43,184270,10%,Concepcion,Duval,TX,78349
478938,Isreal,Burkett,M,isreal.burkett@hotmail.com,10/16/1995,6/4/2017,0.15,133408,12%,Raleigh,Wake,NC,27614
512602,Lionel,Slade,M,lionel.slade@gmail.com,4/16/1969,5/18/2012,5.2,141923,14%,Arnett,Raleigh,WV,25007
785038,Marleen,Lord,F,marleen.lord@aol.com,1/9/1980,10/7/2014,2.81,58593,9%,Shoreham,Addison,VT,5770
791895,Andrew,Huntley,M,andrew.huntley@gmail.com,5/22/1961,2/27/1987,30.44,191932,24%,Hopeland,Lancaster,PA,17533
465497,Merilyn,Noe,F,merilyn.noe@gmail.com,8/5/1984,11/13/2010,6.71,51867,24%,Dallas,Dallas,TX,75227
306614,Eliseo,Spearman,M,eliseo.spearman@aol.com,2/26/1982,3/15/2013,4.37,122209,6%,Camden Point,Platte,MO,64018
586377,Wilfred,Mabe,M,wilfred.mabe@outlook.com,1/12/1988,12/19/2009,7.61,150745,14%,Baisden,Mingo,WV,25608
504413,Junior,Dangelo,M,junior.dangelo@aol.com,2/12/1960,4/16/1992,25.3,176455,11%,Wetmore,Nemaha,KS,66550
644998,Wesley,Mclaurin,M,wesley.mclaurin@aol.com,8/5/1975,2/17/2013,4.44,155369,4%,Pilot Point,Lake and Peninsula,AK,99649
261383,Brad,Dobson,M,brad.dobson@ntlworld.com,5/22/1962,3/10/1987,30.41,160493,1%,Conrad,Grundy,IA,50621
353364,Grady,Spurlock,M,grady.spurlock@aol.com,7/24/1971,12/20/2002,14.61,149525,15%,Lorenzo,Crosby,TX,79343
754018,Nichelle,Coombs,F,nichelle.coombs@gmail.com,6/25/1978,8/29/2003,13.92,199216,27%,Little Neck,Queens,NY,11363
577826,Marjory,Silas,F,marjory.silas@gmail.com,4/24/1964,12/15/2007,9.62,69781,26%,Crockett,Morgan,KY,41413
417979,Annika,Hendrick,F,annika.hendrick@gmail.com,9/2/1986,2/11/2014,3.46,189169,10%,Oakdale,Morgan,TN,37829
240566,Yoshiko,Snodgrass,F,yoshiko.snodgrass@gmail.com,2/10/1958,2/4/1984,33.5,147756,18%,Springfield,Livingston,LA,70462
243670,Janetta,Milligan,F,janetta.milligan@gmail.com,2/27/1991,2/4/2014,3.48,151748,30%,Laurel,Jones,MS,39442
432871,Isreal,Little,M,isreal.little@gmail.com,8/12/1995,10/26/2016,0.75,90506,24%,Apache Junction,Pinal,AZ,85219
769727,Saul,Pearsall,M,saul.pearsall@ntlworld.com,12/31/1990,2/18/2016,1.44,52033,3%,Minneapolis,Hennepin,MN,55468
545781,Stacy,Becnel,M,stacy.becnel@gmail.com,4/13/1995,5/18/2016,1.19,184043,0%,Stromsburg,Polk,NE,68666
802200,Lucia,Hawkins,F,lucia.hawkins@gmail.com,10/21/1958,2/1/1988,29.51,88240,23%,Laurel Hill,Scotland,NC,28351
779198,Elnora,Perreault,F,elnora.perreault@hotmail.com,4/13/1988,4/6/2010,7.32,184974,15%,Wadmalaw Island,Charleston,SC,29487
998323,Lavern,Brice,F,lavern.brice@shell.com,1/22/1985,8/26/2007,9.93,96794,4%,Lakeland,Polk,FL,33804
723924,Jerold,Horning,M,jerold.horning@aol.com,5/17/1975,1/17/1998,19.54,65268,22%,Blountsville,Blount,AL,35031
564863,Krystal,Salisbury,F,krystal.salisbury@aol.com,7/1/1964,11/25/2014,2.67,118039,16%,Kerrick,Pine,MN,55756
822157,Carlota,Doran,F,carlota.doran@yahoo.co.in,5/26/1988,1/26/2012,5.51,155148,25%,Cornish,Cache,UT,84308
432164,Magan,Rivers,F,magan.rivers@earthlink.net,10/8/1993,12/14/2015,1.62,47561,15%,Springfield,Fairfax,VA,22153
400918,Nancey,East,F,nancey.east@aol.com,9/9/1966,1/30/1998,19.5,189101,25%,Hebron,Porter,IN,46341
709446,Daisey,Brittain,F,daisey.brittain@aol.com,5/15/1960,5/11/2004,13.22,178146,29%,Harrisburg,Franklin,OH,43126
417271,Evie,Gonzales,F,evie.gonzales@aol.com,12/5/1993,4/9/2016,1.3,160022,19%,East Corinth,Orange,VT,5040
893569,Federico,Barnhart,M,federico.barnhart@aol.com,10/26/1959,7/10/1999,18.06,157353,5%,San Gabriel,Los Angeles,CA,91778
609802,Beverlee,Merrell,F,beverlee.merrell@gmail.com,3/10/1960,6/1/1984,33.18,166485,18%,West Mifflin,Allegheny,PA,15123
859051,Jefferey,Ballinger,M,jefferey.ballinger@gmail.com,12/29/1981,12/25/2004,12.6,165720,9%,Wilcoe,McDowell,WV,24895
528568,Victor,Leslie,F,victor.leslie@gmail.com,3/17/1974,12/26/2006,10.59,158122,24%,Mattawan,Van Buren,MI,49071
879337,Maynard,Judge,M,maynard.judge@hotmail.com,1/22/1958,2/7/1984,33.49,160592,5%,Jasper,Pike,OH,45642
804625,Fatimah,Sayre,F,fatimah.sayre@gmail.com,12/6/1966,2/19/2016,1.44,44150,16%,Collison,Vermilion,IL,61831
929314,Jarrod,Cho,M,jarrod.cho@gmail.com,12/23/1972,3/8/2000,17.4,110574,5%,Reynolds,Grand Forks,ND,58275
353588,Brian,Small,M,brian.small@gmail.com,5/24/1967,11/2/2015,1.74,190005,14%,Merrifield,Fairfax,VA,22119
630191,Salvatore,Evers,M,salvatore.evers@walmart.com,2/15/1981,8/25/2007,9.93,185609,15%,Delevan,Cattaraugus,NY,14042
540996,Carolyn,Sloan,F,carolyn.sloan@gmail.com,8/9/1959,6/18/2000,17.12,127107,23%,Rochester,Olmsted,MN,55904
531182,Lionel,Haag,M,lionel.haag@gmail.com,5/13/1960,12/31/1996,20.59,67679,5%,Dry Ridge,Grant,KY,41035
892816,Pilar,Elkins,F,pilar.elkins@yahoo.co.in,1/9/1983,1/9/2011,6.55,60757,20%,Osteen,Volusia,FL,32764
311332,Lauralee,Gee,F,lauralee.gee@yahoo.com,12/6/1958,2/8/1983,34.49,107140,23%,Hurtsboro,Russell,AL,36860
489976,Ollie,Petrie,M,ollie.petrie@gmail.com,12/21/1969,12/18/2014,2.61,41146,23%,Summit,Marion,AR,72677
373696,Michel,Lay,F,michel.lay@yahoo.com,3/2/1996,3/18/2017,0.36,49664,1%,North Zulch,Madison,TX,77872
741361,Lura,Mcqueen,F,lura.mcqueen@aol.com,7/10/1982,9/21/2013,3.85,182499,27%,Bryceville,Nassau,FL,32009
192998,Nick,Light,M,nick.light@hotmail.com,1/6/1973,8/5/2006,10.99,58827,27%,Toppenish,Yakima,WA,98948
118633,Mellisa,Savage,F,mellisa.savage@yahoo.com,6/7/1991,9/9/2012,4.88,75339,2%,Pilot,Montgomery,VA,24138
333427,Latricia,Parris,F,latricia.parris@gmail.com,12/23/1981,9/12/2009,7.88,159310,30%,Hummelstown,Dauphin,PA,17036
991724,Benedict,Noe,M,benedict.noe@sbcglobal.net,8/21/1976,6/1/2002,15.17,56880,9%,Ogden,Weber,UT,84415
164348,Antonio,Grimm,M,antonio.grimm@gmail.com,4/3/1964,9/28/2009,7.84,185722,0%,Portland,Multnomah,OR,97240
926154,Jesus,Bergstrom,M,jesus.bergstrom@bellsouth.net,7/11/1959,4/23/1997,20.28,164541,22%,Milton,Santa Rosa,FL,32572
412818,Ervin,Liddell,M,ervin.liddell@aol.com,4/11/1961,8/22/2001,15.94,122058,9%,Bronx,Bronx,NY,10465
581026,Maud,Crawford,F,maud.crawford@yahoo.com,12/28/1966,10/30/2000,16.75,157584,29%,Burbank,Los Angeles,CA,91521
358466,Alice,Thames,F,alice.thames@rediffmail.com,3/9/1986,7/28/2008,9.01,116776,21%,Ripon,Fond du Lac,WI,54971
124398,Florene,Slack,F,florene.slack@gmail.com,4/20/1966,11/30/2002,14.67,191886,9%,Buffalo,Fergus,MT,59418
142955,Heath,Barrett,M,heath.barrett@ntlworld.com,1/14/1983,11/3/2005,11.74,138502,3%,Colfax,Clinton,IN,46035
749337,Ardelle,Rowley,F,ardelle.rowley@gmail.com,7/21/1965,1/28/2014,3.5,172822,4%,Jerseyville,Jersey,IL,62052
221804,Patricia,Taggart,F,patricia.taggart@microsoft.com,8/20/1990,10/25/2016,0.76,77353,10%,Lynn,Polk,NC,28750
540676,Brooks,Quick,M,brooks.quick@outlook.com,1/5/1968,2/14/1992,25.47,171288,24%,Tujunga,Los Angeles,CA,91043
875239,Shelton,Sturm,M,shelton.sturm@hotmail.com,4/16/1965,2/4/1987,30.5,176895,16%,Medina,Medina,OH,44258
831348,Earnest,Whitmire,M,earnest.whitmire@hotmail.com,2/27/1975,1/9/2015,2.55,167838,13%,Caledonia,Kent,MI,49316
472516,Wendell,Toler,M,wendell.toler@aol.com,2/24/1964,8/10/2001,15.98,121719,0%,Mesa,Maricopa,AZ,85206
298308,Jarrett,Shaffer,M,jarrett.shaffer@gmail.com,6/28/1960,6/6/1983,34.17,149947,13%,Waves,Dare,NC,27982
295271,Philomena,Briley,F,philomena.briley@gmail.com,6/14/1987,1/10/2014,3.55,105645,29%,Madison,Madison,MS,39110
492478,Jerilyn,Will,F,jerilyn.will@bellsouth.net,1/7/1970,12/1/2014,2.66,187408,14%,Baltimore,Baltimore (city),MD,21215
836566,Daryl,Yarborough,M,daryl.yarborough@gmail.com,6/13/1986,7/9/2011,6.06,45549,8%,Lake Worth,Palm Beach,FL,33467
497172,Wanita,Leatherman,F,wanita.leatherman@gmail.com,8/30/1959,9/12/2003,13.88,150840,25%,South Harwich,Barnstable,MA,2661
492297,Doris,Diggs,F,doris.diggs@exxonmobil.com,1/10/1959,6/1/1993,24.17,185817,18%,Crows Landing,Stanislaus,CA,95313
409430,Lizabeth,Werner,F,lizabeth.werner@hotmail.com,3/2/1993,8/9/2014,2.97,58337,10%,Wheeler,Jasper,IL,62479
672734,Theron,Conrad,M,theron.conrad@gmail.com,2/3/1977,12/19/2002,14.62,138423,12%,San Mateo,San Mateo,CA,94408
672047,Aline,Villanueva,F,aline.villanueva@apple.com,1/25/1982,9/24/2003,13.85,155228,10%,Kenner,Kenner,LA,70097
250877,Trenton,Salinas,M,trenton.salinas@hotmail.com,11/20/1989,11/29/2012,4.66,163631,13%,Ukiah,Umatilla,OR,97880
506303,Macie,Valdes,F,macie.valdes@hotmail.co.uk,1/20/1981,2/6/2017,0.47,191966,2%,Bloomfield,Essex,NJ,7003
708720,Efrain,Rico,M,efrain.rico@hotmail.com,10/15/1987,10/17/2013,3.78,56325,30%,Valley Forge,Montgomery,PA,19485
695381,Dallas,Mccaskill,F,dallas.mccaskill@yahoo.com,5/22/1986,5/23/2007,10.19,125150,23%,Andrews Air Force Base,Prince George's,MD,20762
898105,Kirsten,Snider,F,kirsten.snider@gmail.com,1/3/1981,12/20/2010,6.61,162964,3%,Musselshell,Musselshell,MT,59059
190704,Mohammed,Mauro,M,mohammed.mauro@gmail.com,12/5/1977,5/6/2008,9.23,186662,11%,Ibapah,Tooele,UT,84034
555040,Pearly,Sanborn,F,pearly.sanborn@aol.com,1/9/1988,10/25/2010,6.76,134152,10%,Anahuac,Chambers,TX,77514
235632,Lenora,Duarte,F,lenora.duarte@gmail.com,11/23/1970,1/10/1995,22.56,65930,5%,Au Gres,Arenac,MI,48703
817499,Leif,Galvin,M,leif.galvin@aol.com,10/5/1994,5/4/2017,0.23,177850,13%,West Augusta,Augusta,VA,24485
589857,Tanna,Kendall,F,tanna.kendall@gmail.com,6/10/1960,10/14/1982,34.81,190326,20%,Gotebo,Kiowa,OK,73041
885575,Stuart,Wallace,M,stuart.wallace@gmail.com,7/9/1962,5/29/2012,5.17,178199,24%,Amarillo,Potter,TX,79186
215598,Todd,Burke,M,todd.burke@aol.com,12/4/1992,9/23/2015,1.85,128672,5%,Carnelian Bay,Placer,CA,96140
851778,Sydney,Truitt,M,sydney.truitt@exxonmobil.com,7/28/1962,7/6/2016,1.06,84976,28%,Vincent,Washington,OH,45784
786716,Courtney,Wendt,M,courtney.wendt@gmail.com,1/21/1974,10/20/2007,9.78,62889,11%,Asbury,Jasper,MO,64832
507021,Robbie,Sigmon,M,robbie.sigmon@yahoo.com,9/7/1969,10/8/2003,13.81,58672,18%,Saint Clair,St. Clair,MI,48079
937415,Myrle,Wilhite,F,myrle.wilhite@gmail.com,7/3/1993,12/25/2014,2.59,112759,1%,Mc Grann,Armstrong,PA,16236
150085,Edwin,Ventura,M,edwin.ventura@yahoo.co.in,4/3/1977,7/26/2002,15.02,176192,14%,Derwood,Montgomery,MD,20855
500519,Riley,Ohara,M,riley.ohara@yahoo.com,8/31/1957,2/22/1990,27.45,178816,12%,Austin,Travis,TX,78718
761662,Ellis,Bentley,M,ellis.bentley@msn.com,3/22/1966,4/30/2016,1.24,182184,19%,Macon,Bibb,GA,31220
429784,Blake,Spinks,M,blake.spinks@outlook.com,9/22/1972,4/7/2008,9.31,128359,20%,Boise,Ada,ID,83756
237430,Guillermo,Fontaine,M,guillermo.fontaine@charter.net,9/20/1961,2/28/1985,32.43,130996,19%,Byron,Fond du Lac,WI,53009
322900,Maybell,Farrell,F,maybell.farrell@gmail.com,12/13/1957,1/4/1984,33.59,189598,29%,Carol Stream,DuPage,IL,60199
374597,Sharron,Craven,F,sharron.craven@verizon.net,7/10/1982,6/29/2009,8.08,84250,28%,Anson,Somerset,ME,4911
128523,Magali,Gregg,F,magali.gregg@hotmail.com,4/9/1970,11/17/1998,18.71,178917,7%,North Wales,Montgomery,PA,19454
417472,Arthur,Waldrop,F,arthur.waldrop@ntlworld.com,4/11/1961,8/30/2000,16.92,109048,28%,Las Vegas,Clark,NV,89164
398445,Cyril,Jefferson,M,cyril.jefferson@aol.com,12/20/1992,8/15/2014,2.95,66262,14%,Apple Springs,Trinity,TX,75926
300957,Bradford,Ingalls,M,bradford.ingalls@yahoo.co.in,4/4/1986,4/13/2016,1.29,101796,20%,Breckenridge,Caldwell,MO,64625
112680,Ira,Nathan,M,ira.nathan@gmail.com,12/18/1967,10/9/1991,25.82,103662,14%,Lancaster,Garrard,KY,40446
508622,Lavonia,Santos,F,lavonia.santos@aol.com,4/3/1968,2/11/2008,9.47,122662,6%,Tucson,Pima,AZ,85754
216357,Herschel,Willett,M,herschel.willett@gmail.com,9/14/1993,6/17/2015,2.12,61865,29%,Cannelton,Fayette,WV,25036
795355,Catarina,Pitcher,F,catarina.pitcher@charter.net,10/18/1979,4/9/2011,6.31,45650,12%,Indianapolis,Marion,IN,46239
785085,Britt,Carrion,M,britt.carrion@aol.com,3/19/1987,7/13/2016,1.04,40105,28%,Fayette City,Fayette,PA,15438
246830,Allan,Gatlin,M,allan.gatlin@walmart.com,6/20/1980,4/2/2004,13.33,89308,24%,Jack,Coffee,AL,36346
402124,Willie,Vue,M,willie.vue@hotmail.com,6/5/1979,3/15/2007,10.38,73995,13%,Reading,Berks,PA,19610
481325,Paul,Hinson,M,paul.hinson@gmail.com,10/1/1980,9/17/2014,2.86,153051,17%,San Francisco,San Francisco,CA,94106
330691,Alejandro,Maki,M,alejandro.maki@aol.com,7/30/1991,5/27/2017,0.17,126537,25%,Hanover,York,PA,17332
688356,Nila,Frank,F,nila.frank@yahoo.ca,9/20/1981,6/18/2014,3.11,84115,8%,Oxford,Oakland,MI,48371
286965,Kimberli,Ogden,F,kimberli.ogden@sbcglobal.net,4/13/1960,10/13/1991,25.81,167270,25%,Rocky Hill,Hartford,CT,6067
976326,Merlin,Wilder,M,merlin.wilder@aol.com,6/26/1963,4/29/2015,2.25,160140,2%,Amarillo,Potter,TX,79172
397119,Jonathan,Halcomb,M,jonathan.halcomb@aol.com,3/12/1984,6/15/2012,5.12,84529,20%,Elkhart Lake,Sheboygan,WI,53020
501440,Tracee,Rodrigues,F,tracee.rodrigues@bellsouth.net,4/18/1961,12/28/2011,5.59,152365,1%,Brussels,Calhoun,IL,62013
143936,Cleotilde,Calhoun,F,cleotilde.calhoun@gmail.com,9/29/1995,6/19/2017,0.11,175842,25%,Garber,Clayton,IA,52048
183408,Marybelle,Peak,F,marybelle.peak@hotmail.com,7/15/1995,10/18/2016,0.78,174465,8%,Hannastown,Westmoreland,PA,15635
441890,Georgianna,Haugen,F,georgianna.haugen@aol.com,4/20/1988,2/19/2013,4.44,121436,18%,Whitehall,Jefferson,MT,59759
480191,Maude,James,F,maude.james@hotmail.com,6/5/1972,1/16/2011,6.53,161997,24%,Columbia,Richland,SC,29206
979602,Grady,Decker,M,grady.decker@yahoo.com,3/31/1980,9/29/2013,3.83,145890,8%,Holtsville,Suffolk,NY,501
916209,Frederic,Roger,M,frederic.roger@yahoo.com,4/13/1984,9/30/2010,6.83,147483,8%,Whately,Franklin,MA,1093
301864,Josh,Turpin,M,josh.turpin@aol.com,10/9/1988,10/24/2011,5.76,112892,22%,Fairfax,Fairfax (city),VA,22031
280695,Leo,Breeden,M,leo.breeden@hotmail.co.uk,11/15/1995,3/3/2017,0.4,176108,7%,Portsmouth,Rockingham,NH,211
992369,Marcos,Bridges,M,marcos.bridges@yahoo.com,6/24/1974,3/12/2013,4.38,178130,19%,South Point,Lawrence,OH,45680
190626,Reid,Jamieson,M,reid.jamieson@exxonmobil.com,4/3/1969,9/26/2015,1.84,187054,8%,Egypt,Wharton,TX,77436
318240,Reid,Hardwick,M,reid.hardwick@aol.com,7/27/1990,2/26/2012,5.42,105312,22%,West New York,Hudson,NJ,7093
712686,Galen,Harry,M,galen.harry@gmail.com,5/29/1959,1/23/1981,36.53,65448,12%,Ocean City,Cape May,NJ,8226
253037,Rocky,Shin,M,rocky.shin@shaw.ca,1/8/1991,11/8/2014,2.72,150304,22%,Villa Ridge,Franklin,MO,63089
960923,Cedric,Hanes,M,cedric.hanes@msn.com,9/17/1985,4/7/2012,5.31,109945,10%,Crown Point,Essex,NY,12928
794893,Anthony,Gill,M,anthony.gill@gmail.com,4/17/1960,12/9/1982,34.66,58394,24%,Odonnell,Lynn,TX,79351
920098,Wesley,Benson,F,wesley.benson@gmail.com,3/3/1991,10/10/2012,4.8,120927,26%,Ocala,Marion,FL,34472
274247,Ollie,Wilder,M,ollie.wilder@gmail.com,11/8/1974,7/10/2009,8.05,119688,25%,Holland,Ottawa,MI,49423
966954,Joseph,Coleman,M,joseph.coleman@gmail.com,3/22/1967,8/15/2011,5.96,154332,7%,Las Vegas,Clark,NV,89145
790036,Demetrius,Deboer,M,demetrius.deboer@yahoo.co.uk,8/6/1962,10/27/2004,12.76,107618,22%,Aniwa,Marathon,WI,54408
228289,Orpha,Corbett,F,orpha.corbett@aol.com,6/7/1971,7/7/2003,14.07,106108,4%,Yreka,Siskiyou,CA,96097
246591,Logan,Bruner,F,logan.bruner@hotmail.com,10/1/1978,4/30/2010,7.25,125589,24%,Gambrills,Anne Arundel,MD,21054
470277,Freddy,Dunn,M,freddy.dunn@gmail.com,1/2/1960,9/12/2007,9.88,132293,27%,Lejunior,Harlan,KY,40849
685668,Brad,Mesa,M,brad.mesa@ibm.com,10/13/1984,6/23/2009,8.1,66741,11%,Stitzer,Grant,WI,53825
213486,Sam,Callaghan,M,sam.callaghan@gmail.com,10/31/1980,5/23/2006,11.19,109713,27%,Raleigh,Wake,NC,27629
608059,Jamel,Barela,M,jamel.barela@hotmail.com,11/20/1987,4/7/2009,8.31,191845,24%,Davidsville,Somerset,PA,15928
434703,Katherin,Kessler,F,katherin.kessler@gmail.com,7/17/1986,5/2/2008,9.24,62315,15%,Harrisburg,Dauphin,PA,17112
